@RELATION char_2

@ATTRIBUTE char    REAL
@ATTRIBUTE class    {+1, -1}

@DATA
134,+1
330,+1
207,+1
267,+1
374,+1
154,+1
236,+1
442,+1
509,+1
104,+1
319,+1
22,+1
136,+1
126,+1
320,+1
786,+1
184,+1
63,+1
489,+1
79,+1
57,+1
172,+1
305,+1
327,+1
105,+1
533,+1
19,+1
380,+1
241,+1
78,+1
0,+1
188,+1
43,+1
320,+1
387,+1
359,+1
557,+1
43,+1
77,+1
165,+1
419,+1
132,+1
368,+1
282,+1
138,+1
177,+1
16,+1
215,+1
58,+1
246,+1
276,+1
888,+1
154,+1
419,+1
370,+1
279,+1
260,+1
473,+1
189,+1
135,+1
67,+1
487,+1
77,+1
207,+1
23,+1
102,+1
215,+1
22,+1
164,+1
151,+1
115,+1
218,+1
469,+1
195,+1
95,+1
676,+1
19,+1
492,+1
491,+1
489,+1
489,+1
489,+1
328,+1
230,+1
222,+1
485,+1
294,+1
151,+1
91,+1
401,+1
67,+1
55,+1
353,+1
354,+1
29,+1
222,+1
215,+1
377,+1
104,+1
65,+1
546,+1
546,+1
40,+1
5,+1
424,+1
99,+1
446,+1
139,+1
28,+1
211,+1
252,+1
15,+1
26,+1
186,+1
70,+1
30,+1
29,+1
518,+1
274,+1
399,+1
104,+1
286,+1
170,+1
336,+1
523,+1
1,+1
30,+1
0,+1
38,+1
40,+1
114,+1
15,+1
7,+1
33,+1
110,+1
163,+1
8,+1
102,+1
244,+1
82,+1
330,+1
71,+1
135,+1
172,+1
377,+1
30,+1
189,+1
73,+1
443,+1
524,+1
252,+1
64,+1
119,+1
102,+1
110,+1
7,+1
1,+1
120,+1
110,+1
377,+1
70,+1
4,+1
76,+1
34,+1
255,+1
12,+1
426,+1
226,+1
182,+1
96,+1
77,+1
140,+1
4,+1
411,+1
58,+1
103,+1
48,+1
491,+1
63,+1
298,+1
37,+1
37,+1
189,+1
75,+1
113,+1
39,+1
457,+1
387,+1
70,+1
22,+1
131,+1
23,+1
46,+1
172,+1
4,+1
76,+1
41,+1
103,+1
83,+1
58,+1
14,+1
28,+1
24,+1
125,+1
447,+1
25,+1
0,+1
294,+1
199,+1
80,+1
63,+1
197,+1
68,+1
11,+1
20,+1
75,+1
204,+1
76,+1
237,+1
97,+1
105,+1
92,+1
437,+1
11,+1
82,+1
88,+1
66,+1
2,+1
267,+1
149,+1
143,+1
192,+1
238,+1
16,+1
15,+1
190,+1
153,+1
310,+1
188,+1
69,+1
81,+1
190,+1
20,+1
27,+1
46,+1
222,+1
44,+1
49,+1
38,+1
297,+1
59,+1
235,+1
147,+1
138,+1
165,+1
21,+1
148,+1
259,+1
173,+1
15,+1
114,+1
282,+1
61,+1
193,+1
109,+1
20,+1
12,+1
59,+1
22,+1
92,+1
316,+1
16,+1
35,+1
17,+1
203,+1
89,+1
51,+1
2,+1
153,+1
166,+1
61,+1
58,+1
99,+1
190,+1
13,+1
142,+1
21,+1
68,+1
68,+1
67,+1
17,+1
94,+1
27,+1
234,+1
199,+1
101,+1
151,+1
17,+1
147,+1
38,+1
8,+1
17,+1
236,+1
29,+1
53,+1
52,+1
67,+1
115,+1
286,+1
73,+1
24,+1
42,+1
130,+1
71,+1
4,+1
68,+1
44,+1
105,+1
109,+1
324,+1
341,+1
26,+1
82,+1
9,+1
119,+1
23,+1
143,+1
32,+1
186,+1
163,+1
43,+1
71,+1
45,+1
50,+1
277,+1
202,+1
263,+1
112,+1
110,+1
124,+1
178,+1
134,+1
47,+1
34,+1
65,+1
83,+1
57,+1
86,+1
17,+1
76,+1
125,+1
10,+1
84,+1
146,+1
95,+1
132,+1
336,+1
248,+1
66,+1
71,+1
169,+1
16,+1
244,+1
97,+1
92,+1
142,+1
131,+1
47,+1
154,+1
138,+1
313,+1
48,+1
147,+1
23,+1
88,+1
18,+1
134,+1
80,+1
48,+1
113,+1
74,+1
62,+1
35,+1
150,+1
116,+1
160,+1
106,+1
138,+1
127,+1
165,+1
19,+1
48,+1
109,+1
122,+1
14,+1
121,+1
10,+1
75,+1
35,+1
66,+1
85,+1
16,+1
31,+1
19,+1
68,+1
132,+1
28,+1
14,+1
170,+1
54,+1
26,+1
125,+1
119,+1
4,+1
130,+1
45,+1
31,+1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
