@RELATION char_4

@ATTRIBUTE char    REAL
@ATTRIBUTE class    {+1, -1}

@DATA
472,+1
402,+1
76,+1
201,+1
564,+1
27,+1
547,+1
3,+1
400,+1
41,+1
337,+1
75,+1
4,+1
89,+1
2,+1
473,+1
226,+1
555,+1
65,+1
170,+1
11,+1
563,+1
60,+1
518,+1
28,+1
23,+1
514,+1
330,+1
12,+1
320,+1
453,+1
337,+1
258,+1
242,+1
557,+1
9,+1
576,+1
95,+1
407,+1
579,+1
302,+1
17,+1
2,+1
2,+1
23,+1
13,+1
337,+1
297,+1
4,+1
511,+1
1394,+1
18,+1
1231,+1
5,+1
11,+1
437,+1
310,+1
15,+1
6,+1
24,+1
302,+1
508,+1
18,+1
15,+1
605,+1
11,+1
423,+1
481,+1
481,+1
11,+1
4,+1
570,+1
590,+1
15,+1
14,+1
20,+1
183,+1
18,+1
10,+1
457,+1
21,+1
4,+1
18,+1
200,+1
253,+1
17,+1
4,+1
3,+1
463,+1
34,+1
18,+1
347,+1
199,+1
3,+1
336,+1
15,+1
519,+1
7,+1
13,+1
39,+1
3,+1
829,+1
611,+1
21,+1
417,+1
11,+1
9,+1
9,+1
225,+1
327,+1
4,+1
8,+1
24,+1
373,+1
16,+1
64,+1
43,+1
20,+1
11,+1
16,+1
159,+1
65,+1
299,+1
46,+1
580,+1
391,+1
8,+1
15,+1
1070,+1
9,+1
5,+1
6,+1
9,+1
376,+1
5,+1
12,+1
340,+1
19,+1
30,+1
7,+1
6,+1
363,+1
613,+1
30,+1
12,+1
11,+1
402,+1
13,+1
40,+1
15,+1
8,+1
11,+1
186,+1
231,+1
5,+1
104,+1
123,+1
1142,+1
16,+1
2,+1
417,+1
310,+1
19,+1
10,+1
859,+1
7,+1
339,+1
35,+1
3,+1
10,+1
3,+1
318,+1
65,+1
347,+1
64,+1
38,+1
367,+1
23,+1
7,+1
10,+1
10,+1
20,+1
6,+1
24,+1
10,+1
13,+1
13,+1
22,+1
341,+1
32,+1
306,+1
55,+1
280,+1
22,+1
18,+1
1140,+1
11,+1
188,+1
6,+1
162,+1
4,+1
17,+1
498,+1
19,+1
14,+1
18,+1
570,+1
576,+1
6,+1
78,+1
19,+1
24,+1
4,+1
46,+1
9,+1
1530,+1
86,+1
11,+1
19,+1
5,+1
13,+1
3,+1
6,+1
198,+1
42,+1
16,+1
18,+1
21,+1
7,+1
13,+1
9,+1
16,+1
307,+1
18,+1
542,+1
3,+1
12,+1
11,+1
56,+1
36,+1
837,+1
11,+1
17,+1
17,+1
49,+1
27,+1
14,+1
21,+1
11,+1
23,+1
15,+1
23,+1
13,+1
14,+1
6,+1
4,+1
7,+1
326,+1
292,+1
63,+1
89,+1
106,+1
27,+1
14,+1
8,+1
13,+1
18,+1
12,+1
17,+1
45,+1
8,+1
39,+1
331,+1
5,+1
15,+1
5,+1
136,+1
13,+1
423,+1
15,+1
35,+1
19,+1
11,+1
14,+1
23,+1
11,+1
16,+1
630,+1
65,+1
60,+1
15,+1
21,+1
10,+1
367,+1
96,+1
6,+1
13,+1
3,+1
8,+1
372,+1
404,+1
357,+1
7,+1
44,+1
6,-1
1,-1
4,-1
2,-1
2,-1
5,-1
3,-1
2,-1
5,-1
1,-1
1,-1
3,-1
1,-1
2,-1
1,-1
3,-1
2,-1
2,-1
2,-1
3,-1
4,-1
1,-1
9,-1
3,-1
4,-1
1,-1
3,-1
1,-1
1,-1
2,-1
3,-1
3,-1
2,-1
1,-1
2,-1
4,-1
4,-1
2,-1
4,-1
1,-1
3,-1
2,-1
2,-1
3,-1
11,-1
3,-1
2,-1
2,-1
2,-1
1,-1
2,-1
2,-1
2,-1
1,-1
2,-1
1,-1
1,-1
2,-1
1,-1
1,-1
5,-1
2,-1
3,-1
3,-1
1,-1
4,-1
3,-1
22,-1
1,-1
1,-1
1,-1
5,-1
2,-1
5,-1
5,-1
8,-1
3,-1
6,-1
1,-1
8,-1
2,-1
1,-1
3,-1
4,-1
28,-1
5,-1
4,-1
5,-1
1,-1
3,-1
2,-1
2,-1
3,-1
1,-1
2,-1
1,-1
6,-1
2,-1
2,-1
6,-1
4,-1
1,-1
3,-1
5,-1
1,-1
4,-1
4,-1
1,-1
2,-1
1,-1
4,-1
2,-1
3,-1
7,-1
1,-1
8,-1
1,-1
3,-1
1,-1
1,-1
2,-1
2,-1
4,-1
1,-1
4,-1
2,-1
1,-1
3,-1
8,-1
3,-1
1,-1
3,-1
2,-1
2,-1
1,-1
2,-1
5,-1
1,-1
2,-1
4,-1
5,-1
4,-1
2,-1
2,-1
8,-1
1,-1
1,-1
1,-1
1,-1
1,-1
6,-1
2,-1
1,-1
7,-1
1,-1
85,-1
3,-1
2,-1
3,-1
1,-1
1,-1
2,-1
3,-1
7,-1
8,-1
1,-1
5,-1
2,-1
3,-1
5,-1
1,-1
4,-1
2,-1
1,-1
4,-1
2,-1
3,-1
37,-1
4,-1
5,-1
2,-1
4,-1
3,-1
3,-1
4,-1
3,-1
4,-1
2,-1
1,-1
1,-1
11,-1
9,-1
1,-1
1,-1
3,-1
4,-1
5,-1
1,-1
2,-1
4,-1
2,-1
2,-1
3,-1
1,-1
6,-1
2,-1
4,-1
2,-1
2,-1
3,-1
7,-1
2,-1
7,-1
10,-1
1,-1
1,-1
11,-1
1,-1
3,-1
5,-1
3,-1
1,-1
4,-1
1,-1
3,-1
2,-1
11,-1
3,-1
6,-1
2,-1
3,-1
1,-1
9,-1
1,-1
2,-1
3,-1
2,-1
1,-1
8,-1
1,-1
1,-1
2,-1
3,-1
1,-1
2,-1
1,-1
2,-1
3,-1
7,-1
1,-1
2,-1
4,-1
3,-1
1,-1
3,-1
3,-1
2,-1
2,-1
4,-1
2,-1
3,-1
13,-1
3,-1
4,-1
4,-1
8,-1
3,-1
2,-1
2,-1
8,-1
3,-1
3,-1
9,-1
1,-1
3,-1
3,-1
2,-1
1,-1
2,-1
2,-1
3,-1
2,-1
3,-1
12,-1
4,-1
2,-1
4,-1
2,-1
3,-1
7,-1
3,-1
1,-1
2,-1
3,-1
5,-1
2,-1
3,-1
2,-1
3,-1
2,-1
7,-1
3,-1
1,-1
4,-1
3,-1
7,-1
3,-1
19,-1
2,-1
1,-1
3,-1
3,-1
8,-1
4,-1
3,-1
2,-1
7,-1
1,-1
3,-1
1,-1
2,-1
13,-1
4,-1
2,-1
4,-1
3,-1
1,-1
2,-1
1,-1
4,-1
5,-1
4,-1
6,-1
3,-1
2,-1
2,-1
1,-1
6,-1
1,-1
2,-1
2,-1
1,-1
2,-1
4,-1
5,-1
1,-1
3,-1
1,-1
1,-1
4,-1
5,-1
1,-1
1,-1
1,-1
3,-1
3,-1
3,-1
1,-1
2,-1
3,-1
3,-1
3,-1
8,-1
1,-1
2,-1
1,-1
2,-1
5,-1
3,-1
5,-1
1,-1
2,-1
5,-1
4,-1
3,-1
6,-1
5,-1
4,-1
2,-1
1,-1
3,-1
5,-1
2,-1
3,-1
6,-1
3,-1
3,-1
3,-1
3,-1
2,-1
1,-1
12,-1
1,-1
5,-1
2,-1
1,-1
7,-1
4,-1
3,-1
2,-1
6,-1
3,-1
10,-1
4,-1
5,-1
5,-1
4,-1
1,-1
3,-1
3,-1
1,-1
2,-1
12,-1
2,-1
1,-1
2,-1
6,-1
1,-1
1,-1
3,-1
1,-1
6,-1
3,-1
4,-1
8,-1
3,-1
2,-1
4,-1
1,-1
3,-1
2,-1
4,-1
1,-1
2,-1
5,-1
3,-1
4,-1
3,-1
2,-1
2,-1
2,-1
4,-1
5,-1
3,-1
4,-1
1,-1
1,-1
5,-1
4,-1
7,-1
9,-1
3,-1
1,-1
7,-1
6,-1
4,-1
1,-1
4,-1
3,-1
2,-1
8,-1
4,-1
8,-1
1,-1
2,-1
1,-1
4,-1
1,-1
1,-1
4,-1
1,-1
3,-1
3,-1
3,-1
3,-1
3,-1
2,-1
2,-1
2,-1
3,-1
1,-1
2,-1
4,-1
2,-1
11,-1
4,-1
4,-1
3,-1
2,-1
1,-1
5,-1
1,-1
5,-1
2,-1
1,-1
2,-1
7,-1
3,-1
2,-1
3,-1
2,-1
1,-1
6,-1
1,-1
3,-1
10,-1
2,-1
3,-1
3,-1
1,-1
5,-1
2,-1
2,-1
2,-1
2,-1
4,-1
1,-1
3,-1
3,-1
3,-1
3,-1
2,-1
6,-1
7,-1
1,-1
2,-1
2,-1
2,-1
4,-1
2,-1
6,-1
1,-1
2,-1
3,-1
15,-1
3,-1
2,-1
3,-1
4,-1
2,-1
8,-1
3,-1
6,-1
3,-1
5,-1
4,-1
9,-1
2,-1
3,-1
2,-1
7,-1
4,-1
1,-1
2,-1
9,-1
1,-1
7,-1
2,-1
1,-1
5,-1
2,-1
3,-1
3,-1
5,-1
7,-1
3,-1
2,-1
2,-1
4,-1
5,-1
4,-1
6,-1
2,-1
8,-1
7,-1
4,-1
5,-1
2,-1
1,-1
5,-1
1,-1
3,-1
4,-1
6,-1
3,-1
3,-1
2,-1
2,-1
3,-1
2,-1
4,-1
9,-1
3,-1
2,-1
2,-1
4,-1
6,-1
1,-1
1,-1
1,-1
2,-1
6,-1
1,-1
5,-1
2,-1
3,-1
7,-1
3,-1
2,-1
4,-1
10,-1
1,-1
1,-1
10,-1
9,-1
12,-1
2,-1
4,-1
6,-1
2,-1
9,-1
6,-1
7,-1
6,-1
10,-1
2,-1
1,-1
2,-1
5,-1
3,-1
2,-1
4,-1
1,-1
17,-1
10,-1
1,-1
2,-1
4,-1
5,-1
8,-1
2,-1
5,-1
3,-1
1,-1
1,-1
1,-1
2,-1
1,-1
1,-1
5,-1
2,-1
1,-1
1,-1
2,-1
8,-1
2,-1
6,-1
4,-1
1,-1
4,-1
1,-1
4,-1
2,-1
5,-1
1,-1
21,-1
2,-1
5,-1
3,-1
2,-1
2,-1
1,-1
13,-1
1,-1
2,-1
2,-1
7,-1
4,-1
2,-1
