@RELATION char_7

@ATTRIBUTE char    REAL
@ATTRIBUTE class    {+1, -1}

@DATA
5.90755852421e-07,+1
7.99635697526e-07,+1
1.16199167694e-06,+1
4.96497745225e-06,+1
1.417249448e-06,+1
1.54476701699e-05,+1
1.1220886417e-06,+1
2.7357250086e-06,+1
7.7911234749e-07,+1
1.08151775143e-05,+1
8.03667134645e-07,+1
2.5298981832e-05,+1
6.45460503151e-07,+1
2.05036610365e-05,+1
5.1254452027e-06,+1
1.02229647023e-06,+1
1.13099137916e-05,+1
2.34226258122e-06,+1
2.62240799438e-06,+1
1.28844253202e-06,+1
1.96666899405e-06,+1
6.94044517336e-07,+1
3.66731868428e-06,+1
7.58160978132e-07,+1
7.97043931414e-07,+1
1.09398455394e-06,+1
6.73214617953e-06,+1
1.88516178497e-06,+1
1.77122265239e-06,+1
1.71001770267e-06,+1
9.70245745984e-07,+1
8.85176532212e-06,+1
5.73099449593e-06,+1
1.51858744543e-06,+1
6.47929004184e-06,+1
5.20553381574e-06,+1
8.47813231698e-06,+1
1.38305251361e-06,+1
5.36776336036e-07,+1
8.58875275069e-07,+1
1.3533215954e-06,+1
9.23148921439e-07,+1
1.29522671895e-06,+1
8.6787148233e-07,+1
2.39879300957e-06,+1
7.4263878803e-07,+1
1.09996959918e-06,+1
1.41918915975e-06,+1
8.27292628552e-07,+1
1.15420648064e-06,+1
3.97760859515e-06,+1
6.03171945029e-07,+1
8.36772613993e-07,+1
1.61205841806e-06,+1
8.62744696108e-06,+1
6.35782898296e-07,+1
7.63587585679e-07,+1
1.7341066363e-06,+1
6.74117314508e-07,+1
1.95948989377e-06,+1
9.18085570952e-07,+1
8.85014348066e-07,+1
2.09882091428e-06,+1
7.21874760322e-07,+1
6.65575325419e-07,+1
1.00432259609e-06,+1
1.43461207548e-06,+1
6.30525645497e-06,+1
1.35264508556e-06,+1
1.03649744385e-06,+1
2.21931417719e-06,+1
7.98448522603e-07,+1
6.87716753316e-07,+1
5.18850084355e-06,+1
6.61658293471e-07,+1
1.15941559736e-06,+1
1.27211827046e-06,+1
3.83280999655e-05,+1
2.02235587942e-06,+1
4.82212656256e-06,+1
1.30575571649e-05,+1
9.20893713223e-07,+1
6.41672692387e-07,+1
7.06170955901e-06,+1
1.3084280649e-06,+1
1.99695298069e-06,+1
4.83138463958e-06,+1
2.77437648743e-06,+1
1.43171542855e-06,+1
7.52820915966e-07,+1
5.15539457065e-06,+1
1.29482804634e-06,+1
5.63742338388e-05,+1
4.27075006841e-06,+1
5.90755852421e-07,+1
5.97653503437e-07,+1
2.63623593083e-06,+1
5.30160272966e-06,+1
2.46684666486e-06,+1
1.90478552255e-06,+1
7.53352418261e-07,+1
8.58104127429e-07,+1
5.60322013023e-07,+1
6.5296314676e-07,+1
8.42509947701e-07,+1
3.11671388537e-06,+1
3.52590912426e-06,+1
6.22329170643e-07,+1
4.27080190348e-06,+1
6.7902761744e-06,+1
6.62640954721e-06,+1
1.44429561803e-06,+1
5.17482396994e-06,+1
8.93943015606e-07,+1
9.2821803767e-07,+1
7.17559150793e-07,+1
4.50967154897e-06,+1
1.0264247342e-05,+1
1.00633583023e-06,+1
7.21065677176e-07,+1
2.79849278845e-06,+1
9.11690025444e-07,+1
9.08917248414e-07,+1
4.94801396124e-06,+1
1.48770690106e-06,+1
1.43811534979e-05,+1
2.75816576981e-06,+1
5.36776336036e-07,+1
3.55736255902e-06,+1
2.40869482485e-06,+1
2.42650602788e-06,+1
1.39969609597e-06,+1
7.53352418261e-07,+1
1.19678565394e-06,+1
2.35360983147e-06,+1
6.52644407628e-07,+1
2.78895864964e-06,+1
5.36776336036e-07,+1
6.11582312822e-06,+1
1.40626756395e-06,+1
1.38305100783e-06,+1
1.25549552125e-05,+1
5.64672207137e-07,+1
2.18260211909e-06,+1
1.73425311716e-06,+1
3.80083449533e-06,+1
7.27434492959e-07,+1
1.06066267655e-06,+1
2.98184457266e-06,+1
1.84615244453e-05,+1
9.36165917626e-07,+1
4.38217339773e-06,+1
1.51653284074e-05,+1
9.49588249531e-07,+1
6.7434828701e-06,+1
1.084884881e-06,+1
4.35625480204e-06,+1
6.21616776409e-07,+1
1.27073521204e-06,+1
6.22329170643e-07,+1
9.25070435393e-07,+1
1.38852598204e-05,+1
2.22606887426e-05,+1
1.1130760759e-06,+1
2.1566200904e-05,+1
6.73579083845e-06,+1
4.11653082854e-06,+1
8.49158843639e-07,+1
7.61935072094e-06,+1
2.02920704435e-06,+1
6.45656871918e-06,+1
1.00477987851e-06,+1
2.42368354842e-06,+1
1.70954759158e-06,+1
1.36864001578e-06,+1
4.08445382667e-06,+1
3.30294198955e-06,+1
2.90622114708e-06,+1
2.01067573154e-06,+1
8.82586567032e-07,+1
6.96053728446e-07,+1
1.75457045489e-06,+1
9.8033179506e-07,+1
9.29612550223e-07,+1
8.93867026345e-07,+1
8.85983745786e-07,+1
8.34826745623e-07,+1
8.34826745623e-07,+1
1.73773523089e-05,+1
3.05065461625e-06,+1
4.49270939858e-06,+1
8.60183744809e-06,+1
8.34826745623e-07,+1
1.28508601143e-06,+1
6.21774356755e-07,+1
2.13514970334e-06,+1
1.99133143802e-06,+1
1.37413987497e-06,+1
6.94050264184e-07,+1
1.5044008544e-06,+1
1.13065778227e-06,+1
8.61135045339e-07,+1
7.57837819117e-07,+1
6.22329170643e-07,+1
1.19965839079e-06,+1
2.63357437524e-06,+1
3.31353524134e-06,+1
7.92908228802e-07,+1
7.92908228802e-07,+1
7.53352418261e-07,+1
7.81012678417e-07,+1
9.24110018901e-07,+1
2.66031218552e-06,+1
2.83403800776e-05,+1
3.26213008804e-06,+1
1.25990371265e-06,+1
3.45673983316e-06,+1
9.38965633881e-06,+1
8.28316665072e-07,+1
1.13521580246e-06,+1
6.52126105546e-07,+1
3.02548822906e-06,+1
1.08203855761e-06,+1
6.22329170643e-07,+1
7.92908228802e-07,+1
2.03044948004e-05,+1
8.34826745623e-07,+1
2.04076438046e-06,+1
5.62339030453e-07,+1
3.15796769929e-06,+1
1.02491424127e-06,+1
4.40204705707e-05,+1
5.74463044129e-07,+1
1.28772943523e-06,+1
5.36776336036e-07,+1
6.95498013595e-07,+1
9.96932304568e-07,+1
1.2544932759e-06,+1
1.31080618548e-06,+1
6.22329170643e-07,+1
1.3707893404e-06,+1
9.23750800134e-07,+1
6.132056921e-06,+1
6.70258183801e-07,+1
2.75266788316e-06,+1
9.86314844075e-06,+1
8.37951755129e-07,+1
1.11243115891e-06,+1
2.28307948039e-06,+1
1.39537314566e-06,+1
7.48647186227e-07,+1
1.2905437821e-06,+1
1.02174935763e-06,+1
5.62429972449e-07,+1
8.45144778897e-07,+1
1.93337422549e-05,+1
8.68941505312e-07,+1
1.00501132026e-05,+1
2.19861382313e-06,+1
1.08704972071e-06,+1
6.73550838819e-07,+1
4.31813694961e-06,+1
8.25646552894e-07,+1
7.31396578102e-07,+1
1.10967102628e-05,+1
2.33308699862e-06,+1
1.36596659528e-06,+1
6.5296314676e-07,+1
5.6860014905e-07,+1
1.27998627965e-06,+1
7.52019305553e-07,+1
1.12198129186e-05,+1
1.0407891406e-06,+1
1.86142353225e-05,+1
1.00809555705e-05,+1
2.74224186222e-06,+1
1.83020900864e-06,+1
1.85796938165e-06,+1
2.36927299623e-06,+1
6.8337541627e-07,+1
2.22204190669e-06,+1
2.04096398298e-06,+1
1.45068949801e-06,+1
2.19192433385e-06,+1
8.7910491959e-07,+1
1.96674448586e-06,+1
2.28854708288e-06,+1
1.27753608557e-06,+1
1.16428231449e-06,+1
5.6619204372e-06,+1
2.79349506139e-06,+1
1.29667924243e-06,+1
1.75783789514e-06,+1
3.51688474608e-05,+1
1.55122294919e-05,+1
1.4401471866e-06,+1
8.36145265282e-07,+1
7.18262727804e-06,+1
9.48410129765e-07,+1
1.12424647583e-06,+1
5.68582878612e-06,+1
6.578758537e-07,+1
2.753703312e-06,+1
1.5999060283e-06,+1
6.59090335836e-07,+1
3.19888206521e-06,+1
1.10744904261e-06,+1
7.00305016721e-07,+1
9.5140028689e-07,+1
1.44818729197e-06,+1
1.97516621312e-06,+1
1.39050341161e-06,+1
8.52280972074e-07,+1
5.36776336036e-07,+1
1.06628711233e-06,+1
4.94496377704e-06,+1
1.54714649602e-06,+1
1.3352038568e-06,+1
6.35114480153e-06,+1
2.67467960285e-06,+1
6.76907958999e-07,+1
9.30742743296e-07,+1
1.8685893036e-06,+1
9.14781241982e-06,+1
1.00946786073e-06,+1
1.3023516314e-05,+1
2.05290661311e-06,+1
1.90890639711e-06,+1
1.24961483331e-06,+1
2.75861432972e-06,+1
1.0627968566e-06,+1
1.72851270149e-06,+1
2.53855999244e-06,+1
7.17559150793e-07,+1
5.64456304014e-07,+1
8.70732677541e-06,+1
4.63591546349e-06,+1
4.16100834606e-06,+1
6.42141661549e-06,+1
8.44581338782e-06,+1
7.20228379608e-07,+1
1.2596155427e-06,+1
7.32583317096e-07,+1
7.46819568816e-06,+1
1.22942595523e-06,+1
7.93477391312e-07,+1
2.01536410487e-06,+1
6.51752125456e-06,+1
7.92908228802e-07,+1
1.34369025926e-06,+1
1.21343868815e-06,+1
1.7477624651e-06,+1
7.74200986008e-06,+1
1.53014042542e-06,+1
1.41900282447e-06,+1
2.0460283934e-06,+1
1.59381827687e-06,+1
2.77743686602e-06,+1
1.16262008961e-05,+1
3.88687588233e-06,+1
3.82775671343e-06,+1
1.28922790158e-06,+1
1.15726487453e-06,+1
5.31607187945e-06,+1
8.70212509571e-06,+1
1.09322504344e-05,+1
6.97664332801e-07,+1
7.24035300321e-06,+1
1.87118827293e-05,+1
2.29850353534e-06,+1
8.86956775839e-06,+1
3.32135569185e-06,+1
8.07165903474e-07,+1
6.22329170643e-07,+1
1.81128926952e-06,+1
8.54024802794e-07,+1
2.72803108346e-06,+1
1.12008412785e-06,+1
8.61081721894e-07,+1
1.30635090188e-06,+1
1.52861029124e-06,+1
1.25636253471e-06,+1
2.70516149782e-06,+1
1.17569569133e-06,+1
7.79792040004e-07,+1
2.24200621114e-06,+1
7.64081856458e-06,+1
3.3503709961e-06,+1
1.51749538251e-06,+1
2.79732040231e-06,+1
7.57113635439e-06,+1
8.91285385663e-07,+1
4.74322954389e-06,+1
6.69765851464e-07,+1
4.28647049858e-06,+1
2.79764420979e-06,+1
1.19486074432e-06,+1
1.1681367056e-06,+1
3.83921981503e-06,+1
9.37700562196e-07,+1
8.27241011227e-06,+1
7.20534711452e-06,+1
2.08632218815e-06,+1
6.19491583832e-06,+1
1.22969675495e-06,+1
3.91578712622e-06,+1
1.80412973166e-06,+1
1.10577746003e-06,+1
8.28330481421e-07,+1
6.20677755999e-06,+1
1.40340757809e-06,+1
2.65830726769e-06,+1
3.56459645576e-06,+1
1.92074984023e-06,+1
1.227558069e-05,+1
6.5296314676e-07,+1
1.40858484349e-06,+1
8.63860293683e-07,+1
1.50839863687e-06,+1
3.09824341871e-06,+1
5.87122804908e-06,+1
7.92882965309e-07,+1
2.30840510993e-06,+1
1.31748278377e-06,+1
3.96323335409e-06,+1
2.86703560384e-06,+1
8.0410331843e-07,+1
7.53352418261e-07,+1
1.02376976296e-06,+1
2.8172963264e-06,+1
9.68239023914e-07,+1
3.82598395445e-06,+1
7.84974643361e-07,+1
6.45757188299e-06,+1
1.70194102792e-06,+1
2.62922199792e-06,+1
5.66486728424e-07,+1
2.48422984344e-06,+1
1.89428717545e-06,+1
1.40840019286e-06,+1
1.18253242248e-06,+1
5.53446385987e-06,+1
1.13856278548e-05,+1
1.36358026567e-06,+1
4.94124163545e-06,+1
2.96056402132e-06,+1
3.49887310656e-06,+1
7.870159874e-06,+1
8.22484948106e-06,+1
2.34675995442e-06,+1
1.23606138951e-06,+1
1.95783043015e-06,+1
3.48721505488e-06,+1
2.00574025153e-06,+1
1.03700156677e-06,+1
9.46576709551e-07,+1
2.46563330643e-06,+1
6.5541556985e-06,+1
1.00379400186e-06,+1
3.9458573118e-06,+1
8.38027901704e-07,+1
5.47662239416e-06,+1
5.25419702529e-06,+1
1.30021859744e-05,+1
1.81692897552e-05,+1
3.30581712351e-06,+1
1.62990478486e-06,+1
9.27474482611e-06,+1
8.96989494563e-07,+1
1.68903882043e-05,+1
3.3562244121e-06,+1
1.96066761649e-06,+1
3.53686784653e-06,+1
3.15477486014e-06,+1
1.03227915182e-06,+1
5.31823523083e-06,+1
5.83861157655e-06,+1
1.01611171529e-06,+1
1.76053343133e-06,+1
4.91567821604e-06,+1
1.09359563282e-06,+1
1.07027732988e-06,+1
1.231755646e-06,+1
6.17810258399e-06,+1
3.66246421928e-06,+1
2.00030510961e-06,+1
3.52311143685e-06,+1
1.55303155889e-06,+1
1.30506752963e-06,+1
1.40492392248e-06,+1
2.76267373511e-06,+1
4.05626232213e-06,+1
1.24875004385e-06,+1
2.78086928859e-06,+1
3.92154437537e-06,+1
4.02402702371e-06,+1
4.54467372841e-06,+1
9.71335424344e-07,+1
1.24444469642e-06,+1
4.63331346717e-06,+1
6.73406594057e-06,+1
9.06018959995e-07,+1
5.30417536429e-06,+1
7.15010741307e-07,+1
4.44913146578e-06,+1
1.24339181071e-06,+1
2.62691397301e-06,+1
1.02040820235e-06,+1
9.1655367525e-07,+1
8.47297951166e-07,+1
8.9611695941e-07,+1
1.9456256246e-06,+1
5.94047901568e-06,+1
6.87101811333e-07,+1
7.93044686254e-07,+1
5.67724493548e-06,+1
1.90569507892e-06,+1
1.26899572391e-06,+1
6.40750629788e-06,+1
2.8652478497e-06,+1
8.11634169681e-07,+1
8.81145066635e-07,+1
9.67603286575e-07,+1
1.29622197776e-06,+1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.82586567032e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
8.34826745623e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.92908228802e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.53352418261e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
7.17559150793e-07,-1
